Age,Revenu,Montant_Pret,Score_Credit,Statut_Emploi,Nb_Prets_Existant,Niveau_Education,Statut_Marital,Pret_Approuve
37,62531.93420555387,11393.169568354746,322,Employé,5,Secondaire,Marié,0
27,48326.392863876375,27691.475019668076,358,Chômeur,6,Licence,Divorcé,0
77,49431.47737768949,24449.42062544622,713,Retraité,3,Master,Marié,1
27,72125.82312217416,24552.98438416576,706,Etudiant,8,Doctorat,Célibataire,1
23,33232.351773523114,22808.54348725522,462,Indépendant,2,Licence,Divorcé,1
76,80946.30572147516,20462.032758149537,330,Retraité,6,Secondaire,Divorcé,1
52,32046.276737631928,26964.11890822769,475,Indépendant,5,Secondaire,Marié,1
,,,,,,,,0
63,98458.92388133155,29112.280051906477,378,Chômeur,0,Secondaire,Célibataire,0
41,82547.09523284844,18992.220840540132,737,Employé,3,Licence,Célibataire,1
25,61952.079849908805,33869.92729908838,554,Employé,0,Master,Marié,1
63,41189.395689975674,22284.606817323212,377,Employé,5,Secondaire,Marié,0
28,49414.553866002134,26323.761925657986,813,Employé,6,Secondaire,Célibataire,0
52,61465.50629171393,22820.878908348797,585,Retraité,5,Secondaire,Célibataire,1
76,60750.46464679197,22470.06707484174,669,Retraité,7,Secondaire,Célibataire,1
76,58182.58140748074,12642.480097496802,353,Employé,3,Licence,Célibataire,1
40,59383.34971831631,27013.50838344826,504,Indépendant,3,Secondaire,Célibataire,1
66,55712.49780589772,48452.94394907639,647,Employé,4,Secondaire,Divorcé,0
55,31160.42528719974,16252.049252099167,654,Employé,2,Secondaire,Célibataire,1
47,49669.78515678334,20709.947154249483,334,Employé,8,Secondaire,Célibataire,0
26,78292.48107973693,15537.947356527377,632,Employé,8,Licence,Célibataire,1
41,32633.314048977652,15119.800984380654,819,Employé,4,Licence,Marié,1
58,56208.88976921443,35444.49478118673,732,Employé,7,Licence,Marié,1
79,43604.921424583124,13270.289822725354,414,Employé,0,Licence,Marié,1
18,62227.00858796223,15259.195266336388,801,Employé,1,Secondaire,Veuf,1
62,52227.33637866363,4125.071762686986,675,Etudiant,2,Licence,Veuf,0
70,89547.87329949338,12423.882754577528,331,Employé,3,Secondaire,Marié,1
76,70131.66308380508,2916.001070466522,370,Employé,2,Master,Marié,1
44,33763.93668445577,26318.04699211929,806,Employé,5,Secondaire,Célibataire,0
25,73424.56023227397,47996.97221837309,415,Employé,7,Licence,Marié,0
34,44506.96287475874,16333.212063494779,353,Employé,4,Secondaire,Célibataire,0
70,48460.07257244933,3332.4206700976283,548,Employé,4,Master,Marié,1
72,66276.38040214244,28999.99664429733,589,Chômeur,0,Secondaire,Célibataire,0
57,50165.051605397304,12730.75041069843,615,Employé,2,Master,Célibataire,1
25,77857.11633,32993.46931,662,Chômeur,8,Secondaire,Célibataire,0
25,44509.79876973209,17179.70952210055,849,Employé,8,Master,Marié,1
47,47621.06894817273,13681.843109172192,717,Employé,1,Licence,Marié,1
54,46872.58212903782,18220.424442543135,314,Employé,0,Secondaire,Célibataire,0
20,48687.22503289922,27577.767609361872,348,Employé,8,Secondaire,Marié,0
,,,,,,,,0
51,72575.92587220606,15032.752972062946,517,Employé,5,Master,Marié,1
18,94198.87908024143,18011.68397021128,492,Employé,8,Master,Célibataire,1
23,105352.8840779851,7281.448154991151,813,Chômeur,7,Secondaire,Célibataire,0
46,39385.65936,23970.31602,501,Employé,5,Secondaire,Marié,0
,,,,,,,,0
69,36475.99366713134,15558.785456344845,786,Chômeur,7,Secondaire,Marié,0
44,44447.881445034654,27593.85208830743,443,Employé,6,Licence,Marié,0
36,47398.34979488661,23030.482829327168,801,Indépendant,8,Secondaire,Divorcé,1
78,38856.902517234514,25903.205729863905,725,Etudiant,5,Secondaire,Célibataire,0
46,38962.254542031726,19349.54327281191,784,Retraité,9,Master,Célibataire,1
37,57114.31243,31697.461809855165,750,Employé,7,Licence,Veuf,1
45,35665.63163227186,29246.99196769792,378,Employé,0,Master,Célibataire,1
18,76842.53918275266,24461.410042476746,644,Chômeur,2,Secondaire,Marié,0
36,41644.929251649715,29275.45777313543,526,Chômeur,7,Master,Célibataire,0
49,116191.37940192784,27504.235544035768,645,Chômeur,1,Licence,Célibataire,0
74,50972.31098071209,15605.364866531098,710,Employé,7,Licence,Célibataire,1
63,61440.352838341045,6561.010883086665,575,Employé,3,Secondaire,Marié,1
66,34093.17631067929,24203.62125842624,471,Employé,2,Master,Marié,1
51,94121.83516255279,25460.892308314287,803,Employé,5,Licence,Célibataire,1
24,82390.01361605832,30904.719911385655,664,Employé,9,Master,Célibataire,1
42,65938.31741472225,10636.787249547066,787,Etudiant,8,Licence,Célibataire,0
79,33063.94902440869,10935.689407228367,430,Employé,4,Master,Célibataire,1
20,64213.337554492406,24599.002663077703,761,Chômeur,0,Licence,Célibataire,0
72,37571.37908,19288.330111469135,477,Etudiant,8,Master,Veuf,1
60,89247.10526946721,1142.3838942887196,553,Employé,8,Secondaire,Célibataire,1
35,76183.89463706345,23751.08163754191,773,Employé,6,Secondaire,Célibataire,1
66,61908.780769754725,1475.7708501104535,495,Chômeur,6,Licence,Célibataire,0
69,11272.48673505355,10547.434481266238,437,Employé,5,Licence,Célibataire,1
20,40331.68042681939,33516.813728601075,803,Employé,0,Licence,Célibataire,1
24,73755.22263199744,38248.790178071155,830,Indépendant,1,Licence,Marié,1
59,84257.67383446312,7843.4363152803835,471,Indépendant,1,Licence,Marié,1
79,82183.39622984263,16706.084625873056,468,Indépendant,9,Master,Marié,1
19,28159.73995517089,20426.22523078706,425,Retraité,0,Secondaire,Célibataire,0
59,66031.04613625808,37812.26927581568,312,Employé,5,Master,Marié,1
26,80310.30433,15071.310521755984,604,Indépendant,3,Secondaire,Divorcé,1
58,26833.288688355096,15231.159769667218,440,Chômeur,0,Licence,Divorcé,0
,,,,,,,,0
23,65476.84796616912,16252.10847281742,394,Indépendant,0,Secondaire,Célibataire,1
60,53984.7083,27222.017089664576,649,Indépendant,8,Secondaire,Veuf,1
73,22956.762891975966,5228.570348875724,578,Etudiant,7,Secondaire,Marié,0
71,53486.03779852542,18287.67255907674,636,Employé,7,Licence,Marié,1
19,53453.89139489952,3404.0316167359524,361,Chômeur,1,Licence,Marié,0
33,57038.551909044916,9445.662190442956,556,Employé,8,Secondaire,Veuf,0
32,48730.57149149861,28392.013551522636,644,Employé,5,Master,Célibataire,1
46,51139.756935170655,19500.946089132874,487,Indépendant,4,Secondaire,Marié,1
26,59205.87435306044,16808.942594470253,781,Indépendant,6,Licence,Marié,1
70,68849.09209939423,12512.503760190824,591,Employé,3,Licence,Marié,1
66,53911.46474286666,17793.43926758717,499,Employé,2,Secondaire,Marié,1
68,51807.02143263996,23011.131671006937,316,Employé,2,Secondaire,Célibataire,0
30,61847.08076508916,29829.162064617616,392,Employé,5,Doctorat,Célibataire,1
18,21581.68148209637,-6251.466841,562,Employé,6,Licence,Célibataire,0
74,69540.70254452917,11682.388257371902,520,Etudiant,2,Secondaire,Marié,0
35,59988.738057540824,21590.962421890057,779,Employé,2,Master,Marié,1
58,60793.87053195124,19011.36884037714,732,Retraité,9,Licence,Marié,1
74,79214.68615188928,24033.76242526725,387,Employé,5,Secondaire,Marié,1
20,20943.689399035036,22675.40286126554,625,Indépendant,8,Licence,Marié,1
18,20523.32260282073,16951.32137006593,549,Employé,3,Licence,Célibataire,0
18,65476.07690647039,14731.46804012823,355,Chômeur,2,Secondaire,Marié,0
27,59857.662897429684,17544.98510264499,666,Chômeur,2,Master,Divorcé,1
21,63403.53886383864,31487.42349822743,595,Indépendant,5,Secondaire,Marié,1
68,50757.45849655109,12679.920670942854,348,Etudiant,7,Secondaire,Divorcé,0
55,73287.07348479863,19371.932768560444,557,Employé,5,Secondaire,Veuf,1
78,78652.77685982239,21833.42213998421,702,Employé,2,Master,Célibataire,1
67,69679.64587903055,35603.50929874458,479,Employé,9,Licence,Marié,0
77,54783.430831908336,16996.91741763687,496,Indépendant,5,Master,Marié,1
32,17846.21224771194,29588.06656010961,360,Employé,3,Secondaire,Célibataire,0
35,75384.72416074257,32319.79403265022,412,Employé,0,Master,Célibataire,1
70,84434.57332435186,19362.45735009352,839,Employé,5,Licence,Célibataire,1
33,72891.16824,17892.810209232375,641,Employé,6,Secondaire,Célibataire,0
,,,,,,,,0
59,73475.88787335515,17441.768657574175,565,Indépendant,2,Master,Célibataire,1
67,77210.59416,28542.39860576833,406,Indépendant,1,Secondaire,Célibataire,1
78,91176.32495598172,22310.09977255514,543,Indépendant,9,Licence,Marié,1
75,42477.80151544085,22352.897091698695,380,Etudiant,5,Licence,Célibataire,0
25,55470.90830911723,8747.764896,640,Employé,0,Secondaire,Divorcé,1
65,74945.44102,10325.099226247656,613,Retraité,1,Doctorat,Célibataire,1
70,61148.201428763154,41434.46825,648,Employé,4,Master,Célibataire,1
61,37653.44796,18221.742747113105,544,Chômeur,6,Licence,Veuf,0
68,68292.32570053406,12252.280044216397,457,Indépendant,2,Licence,Marié,1
69,71573.23267630333,34310.99165589297,437,Employé,3,Licence,Marié,1
45,61759.25792662004,22818.08548683552,418,Employé,7,Licence,Marié,1
20,64391.69854359888,25781.549168645215,536,Employé,9,Secondaire,Célibataire,0
46,54825.88196628539,18619.529247184662,548,Employé,4,Licence,Marié,1
30,89565.57871,16813.26909423196,670,Etudiant,4,Secondaire,Célibataire,0
25,41986.15632574647,18304.136275027096,328,Employé,3,Licence,Célibataire,0
25,48253.58474472442,6172.618297013732,454,Employé,1,Licence,Célibataire,1
61,60219.71027055051,19120.725905801024,768,Employé,0,Secondaire,Marié,1
49,77579.08055401786,22960.330770426175,803,Employé,8,Doctorat,Célibataire,1
51,30052.536598109265,38504.63233843754,811,Employé,0,Secondaire,Célibataire,1
64,33794.06500469122,20859.990650052154,468,Employé,8,Secondaire,Célibataire,0
51,19245.429845305647,-3341.770422,375,Employé,2,Secondaire,Marié,0
57,60653.90450506542,19060.145672153787,408,Employé,6,Licence,Célibataire,1
23,37633.883655869126,47395.04133108306,372,Employé,9,Secondaire,Marié,0
70,52308.997799641664,28663.662349850398,825,Employé,7,Licence,Célibataire,1
45,73227.56379783415,11891.110561914113,785,Indépendant,7,Licence,Marié,1
27,47169.14558434307,25911.06514430557,745,Employé,2,Secondaire,Célibataire,1
68,64625.640454867294,12579.865751102596,701,Employé,5,Doctorat,Divorcé,1
63,54013.24184496556,6461.924804531425,488,Retraité,6,Secondaire,Célibataire,0
21,73442.28630192873,16516.30636765928,561,Employé,4,Licence,Célibataire,1
29,69502.56134696018,20915.264392388613,762,Employé,0,Secondaire,Célibataire,1
18,46161.32608,1278.4449756660433,747,Indépendant,9,Licence,Célibataire,1
,,,,,,,,0
24,80874.86795440988,20103.355631823546,760,Indépendant,9,Secondaire,Célibataire,1
62,67867.53740508194,15918.268240110458,490,Indépendant,9,Secondaire,Divorcé,1
50,32060.758844977372,23948.112711460908,527,Retraité,0,Secondaire,Marié,1
78,73112.36122342765,7853.316726914385,761,Retraité,7,Secondaire,Célibataire,1
64,38307.787551275236,27141.137485533007,507,Employé,6,Doctorat,Célibataire,1
55,88250.26139922012,8162.409029,713,Indépendant,2,Licence,Célibataire,1
49,80481.9768,36427.34302,549,Employé,8,Licence,Célibataire,1
21,65797.70951836802,2842.417156216834,463,Chômeur,1,Doctorat,Célibataire,1
22,63144.65686872387,9074.457296165874,420,Employé,2,Master,Célibataire,1
56,55819.35488,24173.708030318292,633,Employé,9,Master,Célibataire,1
18,73570.47902800055,36642.332514976384,563,Employé,7,Secondaire,Divorcé,0
20,52584.43661075877,23150.430361161707,503,Employé,1,Secondaire,Marié,1
31,64711.39741279788,25628.57920182391,708,Employé,1,Secondaire,Divorcé,1
72,77438.68733038902,20175.369016730583,300,Employé,2,Secondaire,Célibataire,1
46,48763.86912948821,9736.015458848065,350,Etudiant,0,Secondaire,Divorcé,0
,,,,,,,,0
43,36112.690385510825,7880.902800187232,664,Indépendant,5,Secondaire,Célibataire,1
,,,,,,,,0
41,23432.09377116995,24017.489193197463,308,Indépendant,2,Secondaire,Célibataire,0
,,,,,,,,0
65,96178.29084165541,23195.540067233615,539,Etudiant,9,Secondaire,Marié,0
29,88506.57887,6981.7724777890235,629,Indépendant,9,Licence,Marié,1
41,27478.310227469672,22963.830201167548,322,Indépendant,8,Licence,Marié,1
78,74497.09343,15113.174310370374,602,Etudiant,3,Licence,Célibataire,0
54,88442.12699847113,34066.15533650645,617,Employé,5,Secondaire,Célibataire,1
46,50863.80038522672,23237.18895579065,459,Employé,5,Secondaire,Veuf,0
51,62028.94861300099,32357.828929941417,329,Etudiant,8,Secondaire,Célibataire,0
66,19842.13898390659,12443.532835748076,834,Employé,7,Secondaire,Célibataire,0
33,65334.72335953283,20561.43340244167,690,Indépendant,9,Secondaire,Célibataire,1
57,38728.80541130565,10189.128418837217,641,Employé,5,Doctorat,Divorcé,1
72,63992.70035823029,15863.947572555819,721,Employé,9,Secondaire,Marié,1
53,28775.94155622239,17378.95777255371,669,Employé,7,Secondaire,Célibataire,0
45,70857.16448955191,12741.417793128607,373,Employé,7,Licence,Veuf,1
26,80490.25350853379,7844.971411543049,550,Retraité,6,Licence,Célibataire,1
33,44336.40276569665,5864.826763473471,788,Employé,3,Secondaire,Divorcé,1
76,37261.548371791316,-3397.481157,458,Indépendant,6,Secondaire,Célibataire,1
51,16879.539149000375,9436.535365,834,Employé,3,Master,Célibataire,1
36,54671.72931849646,26274.938966718444,335,Retraité,6,Secondaire,Célibataire,1
43,48368.12131,4015.0146798671703,481,Employé,2,Licence,Veuf,1
53,28979.611753038906,6318.771537,492,Employé,7,Master,Divorcé,1
51,69060.37512624344,37908.98571232915,639,Employé,5,Secondaire,Marié,1
61,51000.592362707015,13635.03950151746,396,Employé,7,Licence,Célibataire,1
33,38485.280827095354,23210.460091648358,426,Retraité,2,Secondaire,Célibataire,0
58,48908.55188719106,26423.171465004947,664,Retraité,7,Secondaire,Célibataire,1
45,81426.09078,26625.2613,456,Employé,8,Secondaire,Célibataire,1
76,72058.73887510445,4776.857693919403,783,Employé,1,Doctorat,Célibataire,1
27,57399.478770030204,17689.403201005098,778,Employé,3,Secondaire,Marié,1
27,72382.10036929706,3817.7273048160787,466,Employé,6,Secondaire,Marié,0
,,,,,,,,0
49,60647.40201454061,4051.247359843999,483,Employé,7,Secondaire,Célibataire,1
60,62946.44660972941,9521.597811301799,489,Chômeur,4,Master,Célibataire,1
43,50603.26983002546,9593.991451584954,668,Etudiant,2,Licence,Marié,0
74,68709.16671914836,5033.395232771196,461,Employé,9,Licence,Célibataire,1
47,44391.330907110976,33525.93909756545,382,Employé,8,Master,Marié,0
,,,,,,,,0
25,71037.17543062584,15242.508806873826,811,Employé,3,Secondaire,Célibataire,1
78,1656.8023860586763,6795.768531555899,442,Employé,4,Doctorat,Célibataire,1
26,83806.11407020235,-2369.254987,500,Chômeur,2,Master,Divorcé,1
76,-952.6513071,17558.912814778985,645,Employé,9,Master,Marié,1
35,47679.01948887749,16836.345768385563,355,Indépendant,8,Licence,Marié,0
23,80506.96068515509,13487.038736398554,447,Etudiant,1,Licence,Marié,0
36,53654.265494951185,22213.752539762285,396,Etudiant,2,Licence,Marié,0
56,30676.28035060916,23951.731428154864,808,Chômeur,5,Secondaire,Célibataire,0
44,38125.258765666586,23230.832579379006,813,Employé,4,Licence,Marié,1
66,80538.11493,16838.75128031513,715,Employé,4,Licence,Divorcé,1
55,21569.909389027234,8983.781704,435,Employé,3,Licence,Célibataire,0
42,82579.82201924035,26658.33097806716,639,Retraité,6,Secondaire,Célibataire,1
57,58897.95801915421,20125.137594215306,664,Retraité,8,Licence,Marié,1
78,36152.09339115133,28883.575248346504,778,Employé,9,Licence,Marié,1
43,48337.698553946175,27900.755494722314,385,Employé,4,Licence,Célibataire,1
27,39655.51317796718,5782.379309528844,704,Employé,8,Doctorat,Marié,1
43,77324.50401717058,5657.777925423969,406,Employé,6,Licence,Marié,1
70,74648.55619525677,12444.592812594716,612,Retraité,1,Secondaire,Marié,1
31,25616.777322479065,9437.345917,783,Employé,7,Secondaire,Célibataire,0
,,,,,,,,0
54,42736.28675311446,23513.096759879176,381,Employé,6,Licence,Célibataire,0
55,85870.19936918741,30991.839937853107,747,Employé,7,Master,Divorcé,1
37,32998.01763747158,23964.868174109182,310,Employé,9,Secondaire,Marié,0
75,92084.58209370027,22086.49581873369,676,Etudiant,9,Secondaire,Célibataire,0
20,59334.10520966125,31997.297803441703,575,Employé,8,Secondaire,Divorcé,0
36,36761.31187239825,24697.273397350484,490,Employé,5,Licence,Célibataire,1
43,46454.516319814444,20681.009634377187,774,Employé,4,Doctorat,Marié,1
47,43967.62318463099,34804.53033930685,766,Employé,4,Master,Célibataire,1
47,34507.63195968988,21151.808831527902,479,Employé,9,Licence,Marié,0
27,61896.53719460751,16956.593950820785,302,Employé,2,Master,Marié,1
31,35441.688986163135,11621.767412223504,370,Employé,5,Secondaire,Marié,0
23,16392.675825236227,27030.25459045411,359,Employé,6,Licence,Célibataire,0
53,52406.47058303654,32370.50541842469,840,Indépendant,0,Master,Célibataire,1
39,23942.87607164235,19494.125985665698,628,Indépendant,6,Secondaire,Célibataire,1
53,44956.782638649594,33079.15623779839,672,Etudiant,2,Doctorat,Veuf,1
54,41817.94222793289,299.8496802842419,426,Employé,2,Secondaire,Célibataire,1
61,42575.67855948371,19445.46625192085,767,Indépendant,6,Secondaire,Marié,1
51,100019.26203180308,19599.050878955637,697,Chômeur,0,Licence,Marié,1
58,61128.23134339142,12730.05627592653,713,Employé,1,Master,Célibataire,1
54,64907.42017990664,43838.61037981873,557,Employé,4,Secondaire,Célibataire,1
58,24472.034073154107,19338.073673112387,684,Employé,5,Master,Célibataire,1
56,46920.73732726156,15922.692283955668,599,Indépendant,1,Secondaire,Marié,1
,,,,,,,,0
33,39509.421741739876,-28.13738526,626,Employé,3,Licence,Célibataire,1
66,78161.25687,12401.32074655085,478,Retraité,5,Secondaire,Veuf,1
39,35946.06828,29832.39969445404,824,Employé,3,Licence,Célibataire,1
52,54272.67728269649,13710.546450672253,694,Retraité,0,Licence,Célibataire,1
30,48278.96720048883,11711.248371997284,706,Indépendant,5,Licence,Divorcé,1
44,63286.41318763832,33095.25637,694,Indépendant,8,Secondaire,Divorcé,1
50,47190.198562891484,33402.544009518286,546,Indépendant,5,Secondaire,Célibataire,0
56,54582.12745858125,25169.90472161142,822,Employé,3,Doctorat,Marié,1
50,55277.39816444029,15448.826659613327,414,Chômeur,4,Licence,Divorcé,0
40,45312.24485217398,17605.289348836766,612,Indépendant,1,Master,Marié,1
77,69701.87736994226,11958.50038425041,338,Indépendant,2,Licence,Marié,1
49,64767.76749674851,10052.268809713552,462,Employé,4,Master,Célibataire,1
68,58227.721094936656,9555.835116915676,616,Employé,5,Secondaire,Célibataire,1
63,51390.83333076084,13819.455932147925,569,Employé,4,Licence,Marié,1
52,75930.88061039994,9652.790093152551,817,Employé,9,Licence,Marié,1
72,55283.31512371637,4362.948815,637,Employé,6,Secondaire,Célibataire,1
25,53866.05424348125,22194.02669753906,526,Indépendant,0,Secondaire,Célibataire,1
75,62093.80059776252,22345.95580893437,534,Indépendant,5,Licence,Célibataire,1
70,93931.73365941702,37007.92758428317,636,Chômeur,5,Master,Célibataire,1
49,33192.87583957592,13316.616316452973,735,Employé,0,Licence,Célibataire,1
63,75397.13786,22961.005896232706,452,Employé,3,Secondaire,Célibataire,0
50,22136.576775237896,23127.12579274802,621,Employé,8,Doctorat,Célibataire,1
34,64345.46316457248,17461.62438874467,616,Employé,3,Secondaire,Divorcé,1
67,91501.65655217462,27443.33588749676,305,Employé,4,Secondaire,Marié,1
33,69773.37048934614,27752.29186850714,802,Employé,2,Doctorat,Célibataire,1
37,63412.50157079586,23274.11095,613,Employé,0,Master,Célibataire,1
50,48791.01062393849,17443.602949522043,433,Employé,3,Master,Célibataire,1
69,60620.94400977108,16424.69891445465,648,Employé,7,Master,Marié,1
41,54958.743691932876,6322.461012029407,672,Employé,9,Licence,Marié,1
48,44280.46784137289,11940.822213823083,803,Employé,6,Secondaire,Marié,0
20,54202.48769,13779.924760983122,318,Chômeur,8,Secondaire,Marié,0
25,63967.62321252879,8760.282376,527,Employé,6,Master,Célibataire,1
21,44655.658629387195,24399.23966687664,399,Employé,6,Master,Célibataire,1
22,43874.36358630632,31966.27869,615,Employé,4,Secondaire,Célibataire,0
71,32795.13124815651,10919.37568,575,Retraité,0,Secondaire,Célibataire,1
70,67814.50052177793,22834.41435744637,561,Employé,4,Secondaire,Célibataire,1
68,70906.46523934121,9658.888604702897,840,Chômeur,8,Secondaire,Marié,0
21,64633.20888473035,16950.778290608378,592,Employé,5,Master,Célibataire,1
22,79303.40985457331,13096.704208222242,526,Indépendant,7,Secondaire,Marié,1
35,61757.35274161455,26018.956486064417,337,Etudiant,0,Licence,Célibataire,0
53,67840.21874731513,13212.118261578216,459,Employé,2,Master,Célibataire,1
38,66076.74851275126,30116.604137066468,793,Chômeur,2,Licence,Marié,0
48,58169.19961163584,17542.79226337801,548,Employé,3,Licence,Célibataire,1
28,49383.56343740705,13503.962904051692,800,Chômeur,9,Secondaire,Célibataire,0
63,104283.05231583823,7466.947376548369,592,Employé,4,Secondaire,Célibataire,1
37,50960.98040292983,22532.045102953496,601,Employé,6,Secondaire,Marié,0
22,46682.445777591274,28952.184022261805,536,Retraité,6,Secondaire,Célibataire,0
64,68680.19646900214,22733.212565368744,606,Etudiant,4,Secondaire,Divorcé,0
73,65037.088305900106,42388.31666414424,336,Employé,9,Secondaire,Veuf,0
18,31904.16904779345,34297.87452470418,331,Retraité,2,Secondaire,Marié,0
45,82453.56509127477,16924.722352829845,561,Employé,0,Secondaire,Célibataire,1
69,58116.10849298333,16819.725661929308,628,Employé,7,Doctorat,Marié,1
61,37781.37809568559,24696.967194853532,602,Etudiant,6,Secondaire,Célibataire,0
71,83775.68228707748,11619.80819574315,536,Employé,2,Secondaire,Divorcé,1
43,72513.51143192308,31662.883065324866,461,Employé,8,Master,Marié,0
41,34709.16016104171,23616.005218435836,689,Chômeur,1,Secondaire,Célibataire,0
61,95543.65680515449,22564.58910858533,632,Employé,2,Licence,Célibataire,1
27,73175.94736732385,26869.536677708165,325,Employé,1,Master,Marié,1
32,59796.07768749908,37228.29883369059,548,Employé,1,Licence,Divorcé,0
55,91804.37611,21709.553521875052,690,Chômeur,7,Secondaire,Marié,0
59,63185.955676592814,18869.596291286158,731,Employé,7,Licence,Célibataire,1
25,59438.33849791936,35087.19623322578,457,Employé,6,Licence,Marié,0
49,46793.99767956022,29675.504159911354,808,Indépendant,8,Secondaire,Marié,1
40,71637.00878614157,16790.201596162777,658,Employé,0,Secondaire,Marié,1
49,69532.05935,20051.864486590202,540,Employé,6,Secondaire,Célibataire,1
77,60293.60279779423,21953.809159387987,644,Indépendant,1,Master,Marié,1
,,,,,,,,0
79,62598.597083321474,6434.001491,424,Employé,6,Secondaire,Célibataire,0
45,58604.024284757244,4575.153921984398,382,Etudiant,7,Licence,Célibataire,0
65,33330.51362531598,11126.099779975462,542,Indépendant,5,Master,Célibataire,1
44,30563.752973516286,10352.615569886577,346,Employé,3,Secondaire,Célibataire,1
37,71303.06757619539,13561.759860274975,759,Indépendant,6,Secondaire,Marié,1
65,7962.233698966222,26347.106420900043,833,Indépendant,8,Licence,Célibataire,0
60,64108.21054,18310.708436752615,633,Chômeur,1,Licence,Marié,0
26,50438.338844923506,21963.946050101884,838,Employé,8,Licence,Célibataire,0
61,86164.93214,7756.965899577384,337,Indépendant,7,Master,Divorcé,1
64,50130.635816922484,15383.57797079055,647,Retraité,0,Secondaire,Marié,1
42,73189.68428503792,25872.576617448405,543,Employé,9,Secondaire,Marié,0
75,52061.723175244166,25949.52458176802,452,Indépendant,1,Secondaire,Marié,1
57,62274.96306972287,12754.26171812092,471,Indépendant,6,Secondaire,Célibataire,1
38,74736.73061840102,21616.623863795536,599,Etudiant,1,Licence,Marié,0
18,50748.88567,41988.47853482332,652,Retraité,1,Master,Marié,1
59,79931.09768996808,19824.02070744362,390,Employé,6,Secondaire,Célibataire,1
30,40126.04245787034,13068.130538575548,638,Employé,6,Licence,Veuf,1
64,65891.85685116758,18262.376106378397,809,Employé,6,Secondaire,Célibataire,1
50,78452.79445575706,20921.77107526833,305,Employé,3,Licence,Marié,1
46,73200.74984,18488.316193094506,783,Employé,8,Secondaire,Célibataire,1
28,98328.89753,19686.452993234983,634,Indépendant,0,Licence,Marié,1
62,44731.21365378679,5565.532030631604,488,Etudiant,8,Secondaire,Célibataire,0
28,32417.014973028243,10373.695249140488,704,Employé,3,Doctorat,Célibataire,1
,,,,,,,,0
69,73208.85133096874,18347.320299775634,722,Employé,9,Master,Veuf,1
,,,,,,,,0
79,62045.13319294831,18229.86413923563,332,Employé,4,Secondaire,Marié,1
77,37540.85902,20610.148554142055,653,Employé,8,Licence,Marié,1
,,,,,,,,0
30,35505.904446989196,19007.88264773949,431,Indépendant,2,Master,Célibataire,1
70,83178.99165,23991.032052982533,531,Chômeur,5,Secondaire,Marié,0
67,117148.7684627973,14583.99698566079,698,Employé,3,Secondaire,Veuf,1
79,67329.02293143101,25720.957235984817,398,Employé,5,Licence,Célibataire,1
58,71662.16271315486,23757.302976123567,835,Employé,3,Secondaire,Célibataire,1
,,,,,,,,0
49,23795.733578263673,27134.604624444877,382,Etudiant,9,Secondaire,Célibataire,0
45,47945.612739395554,25887.356228811463,339,Employé,6,Licence,Célibataire,0
70,38142.09517802502,19015.82591,771,Employé,4,Master,Célibataire,1
42,31059.908471699688,22449.39227044468,362,Employé,1,Licence,Marié,0
38,94447.19883991298,30635.089284515263,530,Chômeur,0,Secondaire,Divorcé,1
22,65457.25036051546,13479.254305972056,667,Employé,4,Secondaire,Marié,1
69,67593.75161227968,13715.922213031343,582,Employé,6,Secondaire,Marié,1
64,53819.55269607501,21814.31397950362,444,Employé,2,Secondaire,Célibataire,1
20,56542.57835113128,24152.796902654532,359,Employé,7,Licence,Célibataire,1
44,79291.01364478667,11758.935007359954,691,Employé,3,Secondaire,Célibataire,1
47,59353.25762609569,19252.374365866915,569,Employé,0,Secondaire,Célibataire,1
47,70613.87876049466,19060.01225771215,326,Chômeur,5,Secondaire,Célibataire,0
74,56079.914043099685,-2152.801156,399,Employé,1,Master,Marié,1
27,53156.942185359054,17804.060107412402,609,Employé,0,Secondaire,Célibataire,1
36,31861.71668796276,18426.821671515336,392,Employé,1,Secondaire,Célibataire,0
29,20445.018752657437,18397.070571769807,515,Employé,2,Licence,Célibataire,0
33,54768.761978671966,34159.14274577268,368,Indépendant,5,Secondaire,Célibataire,1
74,61129.93383986465,7842.017014911247,738,Retraité,9,Master,Célibataire,1
76,34277.39926582418,11753.774287953873,646,Employé,2,Secondaire,Célibataire,1
20,59310.50269930734,-6121.957983,731,Etudiant,0,Licence,Célibataire,1
57,61075.05125981004,15190.833338258593,328,Indépendant,1,Licence,Marié,1
32,16879.839878812418,16043.564458739991,506,Chômeur,3,Master,Marié,0
29,41697.50681040998,14900.228236657438,447,Employé,2,Licence,Divorcé,1
36,68145.27787470937,31076.77339,642,Employé,3,Master,Marié,1
30,67741.17458791488,28606.17522336963,751,Employé,9,Licence,Marié,1
48,36926.501672004786,20778.56724267304,425,Retraité,3,Licence,Divorcé,1
79,63168.96101,16293.869464601377,723,Chômeur,6,Licence,Marié,0
54,80448.14450720945,30261.89668106864,619,Employé,6,Licence,Marié,1
,,,,,,,,0
48,58094.28425972131,11817.299610815422,344,Employé,2,Secondaire,Célibataire,1
18,50640.473733514154,2837.5132251544856,845,Employé,4,Secondaire,Célibataire,1
23,47413.11031330991,15586.855061043174,539,Chômeur,4,Secondaire,Célibataire,0
34,69356.39565819314,27546.436171726087,454,Employé,0,Secondaire,Marié,0
